airport_ident,length_ft,width_ft,surface,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
EFJO,8202,171,ASP,10,62.6646003723145,29.5977001190186,398,110,,28,62.6567993164063,29.6434001922607,364,290,
EFJY,8533,197,ASP,12,62.407600402832,25.6601009368897,452,134,,30,62.3913993835449,25.6963996887207,407,314,
EFKA,8858,197,ASP,17,63.1391983032227,23.0499992370605,151,177,,35,63.1150016784668,23.0529003143311,132,357,
EFKE,8212,157,ASP,18,65.7929992675781,24.5860004425049,48,188,,36,65.7707977294922,24.5788993835449,31,8,
EFKI,8199,157,ASP,7,64.2834014892578,27.6669998168945,430,80,,25,64.2874984741211,27.7178001403809,483,260,
EFKK,8202,197,ASP,1,63.7078018188477,23.1382007598877,78,11,,19,63.7299003601074,23.1474990844727,82,191,
EFKS,8202,148,ASP,12,65.9947967529297,29.2196998596191,866,132,131,30,65.9800033569336,29.2598991394043,865,312,
EFKT,8202,148,ASP,16,67.7118988037109,24.8397998809814,632,166,,34,67.6901016235352,24.8539009094238,644,346,
EFKU,9186,197,ASP,15,63.0181007385254,27.7875995635986,306,157.1,,33,62.9948997497559,27.8090991973877,316,337.2,
EFLP,8202,197,ASP,6,61.0401000976563,28.1231002807617,348,67,,24,61.048999786377,28.1657009124756,349,247.1,
EFOU,8205,197,ASP,12,64.9357986450195,25.3318996429443,47,121,,30,64.9243011474609,25.3771991729736,33,301,
EFPO,7713,197,ASP,12,61.4681015014648,21.7812995910645,44,126,312,30,61.4557991027832,21.8171005249023,35,306,1132
EFRO,9849,197,ASP,3,66.5541000366211,25.8099994659424,633,37,,21,66.5755004882813,25.8509006500244,609,217,
EFSA,7546,148,ASP,12,61.9491004943848,28.9272994995117,311,126,,30,61.9370002746582,28.9629001617432,289,306,
EFTP,8858,148,ASP,6,61.4089012145996,23.581600189209,390,64.3,,24,61.4193992614746,23.6271991729736,366,244.4,
EFTU,8202,197,ASP,8,60.5130996704102,22.2401008605957,132,85,,26,60.5150985717773,22.2854995727539,141,265,
EFVA,8727,157,ASP,16,63.0620994567871,21.7544994354248,19,163,,34,63.0391998291016,21.7698993682861,11,343,525
EGAA,9121,148,ASP,7,54.6523017883301,-6.23523998260498,206,65,,25,54.6627998352051,-6.19617986679077,268,245,
EGBB,10013,148,ASP,15,52.4655990600586,-1.76110994815826,305,148,1069,33,52.4463996887207,-1.73971998691559,328,328,987
EGCC,10000,148,ASP,05L,53.345100402832,-2.29274010658264,212,51,1401,23R,53.3624000549316,-2.25713992118835,249,231,600
EGCC,10007,148,CON,05R,53.3320007324219,-2.31065988540649,186,51,604,23L,53.3490982055664,-2.27499008178711,227,231,604
EGCD,7519,151,ASP,7,53.3339004516602,-2.16499996185303,282,67,758,25,53.3418998718262,-2.13333010673523,288,247,2038
EGCN,9495,197,ASP,2,53.4623985290527,-1.01115000247955,52,18,714,20,53.4870986938477,-0.997739017009735,26,198,281
EGDL,7828,148,ASP,6,51.5022010803223,-2.01101994514465,511,60.2,,24,51.5127983093262,-1.98117995262146,447,240.2,607
EGDM,10538,150,PEM,5,51.144100189209,-1.76861000061035,401,50,,23,51.1619987487793,-1.73451995849609,378,230,
EGDY,7580,151,CON,8,51.0069999694824,-2.66172003746033,53,83.1,,26,51.0094985961914,-2.62904000282288,69,263.1,76
EGFF,7723,148,ASP,12,51.4015007019043,-3.35868000984192,205,117,797,30,51.3917999267578,-3.32799005508423,213,297,551
EGGP,7497,150,ASP,9,53.3329010009766,-2.86601996421814,59,86,200,27,53.334400177002,-2.83269000053406,77,266,
EGGW,7093,150,ASP,7,51.8720016479492,-0.383549988269806,515,74,,25,51.8772010803223,-0.353332996368408,508,254,279
EGHH,7451,151,ASP,8,50.7775001525879,-1.85792994499207,38,75.3,1383,26,50.7826995849609,-1.82678997516632,31,255.3,
EGHQ,9006,285,ASP,12,50.4469985961914,-5.01203012466431,306,121,,30,50.4345016479492,-4.978759765625,390,301,
EGKK,8415,148,ASP,08L,51.146900177002,-0.212568998336792,195,77.7,1053,26R,51.151798248291,-0.176814004778862,195,257.7,1366
EGKK,10879,147,ASP,08R,51.1450996398926,-0.212313994765282,196,78,1288,26L,51.1511993408203,-0.168191999197006,196,258,878
EGLF,8005,148,ASP,6,51.2705993652344,-0.79204398393631,225,62,1772,24,51.2807998657227,-0.761161983013153,219,242,2090
EGLL,12001,148,ASP,09R,51.464900970459,-0.486772000789642,75,90,1013,27L,51.4650001525879,-0.434074997901917,77,270,
EGLL,12799,164,ASP,09L,51.4775009155273,-0.489428013563156,79,89.6,1007,27R,51.4776992797852,-0.43326398730278,78,269.6,
EGMH,9029,200,ASP,10,51.3446006774902,1.32683002948761,171,101.2,,28,51.3396987915039,1.36556005477905,172,281.2,
EGNJ,7205,148,ASP,2,53.565299987793,-0.357057988643646,121,22,,20,53.5835990905762,-0.344444006681442,74,202,806
EGNM,7381,150,CON,14,53.8734016418457,-1.67207002639771,673,138,958,32,53.8583984375,-1.64907002449036,662,318,962
EGNO,7946,151,ASP,7,53.7414016723633,-2.90127992630005,30,71,210,25,53.7484016418457,-2.86650991439819,55,251,
EGNT,7642,151,ASP,7,55.0335006713867,-1.7063399553299,263,65,394,25,55.0423011779785,-1.67326998710632,239,245,446
EGNV,7516,148,ASP,5,54.5022010803223,-1.44243001937866,115,48,,23,54.5162010192871,-1.41638004779816,116,228,
EGNX,9491,148,ASP,9,52.8306007385254,-1.34957003593445,306,88,590,27,52.8314018249512,-1.30666995048523,282,268,426
EGOD,7500,151,ASP,17,52.815299987793,-4.13028001785278,20,169.7,311,35,52.7949981689453,-4.12425994873047,29,349.7,
EGOV,7513,151,ASP,13,53.2537994384766,-4.54619979858398,30,131,,31,53.2405014038086,-4.52024984359741,22,311,
EGPF,8743,151,ASP,5,55.8634986877441,-4.44905996322632,26,46,,23,55.8799018859863,-4.41831016540527,21,226,980
EGPH,8386,150,ASP,6,55.9440002441406,-3.39014005661011,110,59,700,24,55.9558982849121,-3.35506010055542,100,239,700
EGPK,9797,150,PEM,12,55.5163993835449,-4.61475992202759,38,121,801,30,55.5023994445801,-4.5744800567627,65,301,
EGPO,7218,151,ASP,18,58.225399017334,-6.33294010162354,16,174.3,394,36,58.2057991027832,-6.32919979095459,15,354.3,
EGQK,7582,151,ASP,7,57.6459999084473,-3.57881999015808,11,71,,25,57.6529006958008,-3.5423800945282,22,251,
EGQL,8491,150,ASP,8,56.3730010986328,-2.88171005249023,30,82,886,26,56.3763999938965,-2.84025001525879,21,262,
EGQS,9091,150,ASP,5,57.6980018615723,-3.35342001914978,20,43.7,,23,57.7159996032715,-3.32131004333496,24,223.7,305
EGSS,10003,151,ASP,4,51.8750991821289,0.219925001263618,324,44,,22,51.8951988220215,0.250043988227844,348,224,
EGTG,8094,299,CON,9,51.519401550293,-2.60802006721497,199,92,574,27,51.519401550293,-2.57246994972229,185,272,1033
EGUL,9000,150,PEM,6,52.4025001525879,0.544382989406586,27,55.7,,24,52.4164009094238,0.577646970748901,28,235.7,
EGUN,9221,200,PEM,10,52.3642997741699,0.467999994754791,27,103,,28,52.358699798584,0.508167028427124,33,283,
EGUW,7953,151,ASP,5,52.1206016540527,0.94379997253418,282,48,459,23,52.1343002319336,0.968531012535095,278,228,
EGVA,9994,200,ASP,9,51.6829986572266,-1.81200003623962,286,88,,27,51.6839981079102,-1.76800000667572,255,268,
EGVN,10007,184,ASP,7,51.7461013793945,-1.60413002967834,284,74,,25,51.7538986206055,-1.56178998947144,249,254,
EGXC,9003,200,CON,7,53.089298248291,-0.185563996434212,19,72,,25,53.0970001220703,-0.146691992878914,25,252,
EGXE,7520,150,ASP,16,54.3018989562988,-1.54261004924774,111,155.8,,34,54.2831993103027,-1.5281800031662,132,335.8,
EGXH,9012,200,ASP,9,52.3409996032715,0.753111004829407,165,81,,27,52.3446998596191,0.792905986309052,159,261,
EGXJ,9004,197,ASP,4,52.7265014648438,-0.662132978439331,461,41,,22,52.7449989318848,-0.635306000709534,393,221,
EGXP,8990,200,ASP,4,53.298698425293,-0.564352989196777,196,41,,22,53.3171997070313,-0.537307977676392,168,221,
EGXT,9052,200,ASP,7,52.6095008850098,-0.49549999833107,273,74,,25,52.61669921875,-0.456667006015778,244,254,
EGXW,9000,200,ASP,2,53.1547012329102,-0.531481027603149,227,22,,20,53.1776008605957,-0.516331017017365,220,202,
EGYM,9140,200,ASP,6,52.6412010192871,0.533536016941071,55,55.4,,24,52.6553001403809,0.567403018474579,57,235.4,
EGYP,8497,150,ASP,10,-51.8176994323731,-58.4762992858887,244,105,,28,-51.8238983154297,-58.439998626709,208,285,
EHAM,10826,148,ASP,18C,52.3314018249512,4.74002981185913,-13,183,,36C,52.3017997741699,4.73750019073486,-12,3,1476
EHAM,11155,148,ASP,18L,52.3213005065918,4.77996015548706,-12,183,1887,36R,52.2907981872559,4.77734994888306,-11,3,
EHAM,11283,148,ASP,6,52.287899017334,4.7340202331543,-11,58,820,24,52.3045997619629,4.77752017974854,-12,238,
EHAM,11329,148,ASP,9,52.3166007995606,4.74634981155396,-12,87,294,27,52.3184013366699,4.7968897819519,-13,267,
EHAM,12467,198,ASP,18R,52.3627014160156,4.71192979812622,-13,183,886,36L,52.3286018371582,4.70883989334106,-12,3,
EHBK,9022,148,ASP,3,50.901798248291,5.76004981994629,365,30,820,21,50.9207992553711,5.77923011779785,370,205,820
EHEH,9843,148,ASP,3,51.4390983581543,5.3621301651001,73,31,821,21,51.4612007141113,5.3868899345398,67,213,821
EHGG,8202,148,ASP,5,53.1150016784668,6.56912994384766,13,52,,23,53.125,6.59027004241943,13,232,
EHGR,9081,148,ASP,10,51.5694999694824,4.91198015213013,42,98,427,28,51.5652008056641,4.95144987106323,38,279,331
EHLE,8858,148,ASPH,5,52.451099395752,5.51102018356323,-12,46,,23,52.4586982727051,5.52459001541138,-12,225,
EHLW,8045,164,ASP,5,53.2192001342773,5.73783016204834,4,53,847,23,53.2313003540039,5.76733016967773,4,233,1053
EHRD,7218,148,ASP,6,51.9520988464356,4.4282398223877,-15,56,656,24,51.9627990722656,4.45508003234863,-15,235,656
EHSB,10089,148,ASP,9,52.127498626709,5.25395011901856,44,91.1,1488,27,52.1268997192383,5.2990198135376,66,271.1,1605
EHTW,9801,148,ASP,5,52.2681999206543,6.87123012542725,99,56,935,23,52.2835006713867,6.9071102142334,114,236,972
EHVB,8006,148,ASP,5,52.1593017578125,4.40399980545044,1,52,,23,52.1730003356934,4.43200016021729,1,232,
EHVK,9922,150,ASP,06L,51.6500015258789,5.68927001953125,71,56,444,24R,51.6643981933594,5.72636985778809,64,235,444
EHVK,9931,74,ASP,06R,51.6483993530273,5.69088983535767,72,55,446,24L,51.6627998352051,5.72796010971069,65,236,446
EHWO,8015,148,ASP,7,51.4452018737793,4.32566976547241,39,67,,25,51.4528007507324,4.3585000038147,63,248,
EIDW,8652,148,ASPH,10R,53.42243,-6.29007,242,95,,28L,53.4203,-6.25058,202,275,
EIDW,10203,148,CON,10L,53.43716,-6.28062,235,97,,28R,53.4352,-6.24496,213,278,
EIKN,7546,148,ASP,8,53.9082984924316,-8.83565044403076,592,79,502,26,53.9123001098633,-8.80132961273193,665,259,
EINN,10495,148,ASP,6,52.6931991577148,-8.94351959228516,46,52,,24,52.7108001708984,-8.90610027313232,15,232,459
EKAH,8865,148,PEM,10R,56.3055000305176,10.5975999832153,81,100.3,,28L,56.3012008666992,10.6405000686646,75,280.3,
EKAH,9111,75,PEM,10L,56.3073997497559,10.5978002548218,79,100.3,,28R,56.3030014038086,10.641900062561,78,280.3,
EKBI,10172,148,ASP,9,55.7397003173828,9.13243961334229,215,87,492,27,55.7411994934082,9.18176555633545,244,267,492
EKCH,10072,148,PEM,12,55.6276016235352,12.6296997070313,13,123.2,2313,30,55.6124992370606,12.6704998016357,8,303.2,886
EKCH,10827,148,ASP,04R,55.6030998229981,12.6330003738403,12,41,,22L,55.6254005432129,12.6675996780396,8,221,
EKCH,11811,148,ASP,04L,55.5922012329102,12.6035003662109,13,41,,22R,55.6165008544922,12.6412000656128,14,221,1967
EKEB,8527,148,ASP,8,55.5237998962402,8.53349018096924,78,79,,26,55.5280990600586,8.57394981384277,97,259,
EKKA,9607,150,PEM,09R,56.2971000671387,9.07732963562012,154,89.4,,27L,56.2975006103516,9.12462997436523,170,269.4,
EKKA,9816,75,ASP,09L,56.2990989685059,9.07761955261231,155,89,,27R,56.2994003295898,9.12594985961914,171,269,
EKSP,9750,80,PEM,10R,55.2226982116699,9.24330997467041,124,105,,28L,55.2155990600586,9.28831958770752,139,285,
EKSP,9863,150,PEM,10L,55.2246017456055,9.24394035339356,126,105,,28R,55.217399597168,9.28948020935059,141,285,
EKYT,8363,74,ASP,08R,57.0918998718262,9.83547019958496,7,83.3,,26L,57.0946006774902,9.87724018096924,10,263.3,
EKYT,8707,148,PEM,08L,57.0937004089356,9.8333797454834,8,83.3,,26R,57.0965003967285,9.87687015533447,10,263.3,
ELLX,13130,148,ASPHALT,6,49.6176986694336,6.18745994567871,1158,57,,24,49.6355018615723,6.23555994033814,1214,238,
ENAL,7592,148,ASP,6,62.555923,6.08984,34,65,490,24,62.564819,6.130524,48,245,755
ENAN,8097,148,ASP,14,69.306999206543,16.119800567627,23,150,,32,69.2879028320313,16.1513004302979,14,330,
ENAT,7165,147,ASP,11,69.9823989868164,23.3409996032715,8,121,674,29,69.972297668457,23.3899002075195,7,301,418
ENBO,11136,148,CON,7,67.2652969360352,14.3183002471924,17,77.8,1969,25,67.2716979980469,14.3951997756958,39,257.8,
ENBR,9810,148,ASP,17,60.3065986633301,5.21369981765747,165,170.5,886,35,60.2801017761231,5.22257995605469,146,350.5,889
ENDU,8015,148,ASP,10,69.0595016479492,18.5100002288818,252,109,1880,28,69.0523986816406,18.5678005218506,219,289,
ENEV,9236,148,ASP,17,68.5038986206055,16.676700592041,81,177.6,302,35,68.4786987304688,16.6795997619629,80,357.6,214
ENGM,9678,148,ASP,01R,60.1758003234863,11.1077995300293,670,16,,19L,60.2011985778809,11.1225004196167,681,196,
ENGM,11811,148,ASP,01L,60.185001373291,11.0736999511719,656,16,,19R,60.2160987854004,11.0916996002197,675,196,
ENKB,7841,148,ASP,7,63.1092,7.80675,179,72,197,25,63.114601,7.84231,196,252,263
ENLI,9809,148,CON,14,58.1085014343262,6.60691976547241,15,131,895,32,58.0909004211426,6.64512014389038,25,311,897
ENNA,9147,148,ASP,16,70.0811996459961,24.9706001281738,15,175.5,302,34,70.056396484375,24.9764003753662,25,355.5,302
ENOL,8904,148,ASP,15,63.7098999023438,9.59199047088623,18,154,,33,63.6879997253418,9.61600971221924,28,334,
ENRY,8012,148,ASP,12,59.3837013244629,10.7662000656128,169,117,,30,59.3739013671875,10.8045997619629,169,297,
ENSB,7608,148,ASP,10,78.2488021850586,15.4180002212524,63,105.3,199,28,78.2433013916016,15.516300201416,73,285.3,395
ENTC,7848,148,ASP,18,69.6937026977539,18.9258995056152,13,193,1286,36,69.6728973388672,18.9118995666504,25,13,
ENTO,9675,148,ASP,18,59.2000999450684,10.2582998275757,282,179,1231,36,59.1731986999512,10.2588996887207,255,359,1231
ENVA,9052,148,ASP,9,63.4576988220215,10.8893995285034,17,90.2,830,27,63.4575996398926,10.9464998245239,56,270.2,459
ENZV,8035,148,ASP,10,58.881802,5.60479,7,106,329,28,58.875599,5.64559,27,286,501
ENZV,9369,197,ASP,18,58.8950004577637,5.63729000091553,9,179.1,492,36,58.8694000244141,5.6380500793457,29,359.1,492
EPBY,8202,196,CON,8,53.0951995849609,17.9591999053955,236,82,,26,53.0984001159668,17.9962005615234,233,262,
EPDE,8202,197,ASP,12,51.5569000244141,21.8780994415283,391,121,,30,51.5456008911133,21.909200668335,392,301,
EPGD,9186,147,ASP,11,54.3810997009277,18.4519996643066,450,113,,29,54.3712997436523,18.49169921875,489,293,
EPKK,8366,196,CON,7,50.0754013061523,19.7681007385254,792,78,,25,50.0802001953125,19.8029003143311,779,258,784
EPKS,8202,196,CON,12,52.3370018005371,16.9501991271973,272,117.9,,30,52.3264999389648,16.9827003479004,274,297.9,
EPKT,10499,147,CON,8,50.476101,19.059601,970,90,,26,50.476002,19.104601,994,270,1045
EPLB,8268,148,ASPHALT,7,51.2375984191895,22.69580078125,632,72,,25,51.2426986694336,22.7311000823975,626,252,
EPLK,10787,190,CON,10,51.5536,19.1616,617,108,,28,51.546799,19.195999,633,288,
EPLL,8202,147,ASP,07L,51.7162017822266,19.372200012207,586,71,968,25R,51.7237014770508,19.4062995910645,606,251,1020
EPMB,8202,197,CON,8,54.0293998718262,19.156099319458,16,79,,26,54.0336990356445,19.1935997009277,16,259,
EPML,8176,148,CON,08R,50.3223,21.444099,543,90,617,26L,50.322201,21.479099,544,270,
EPMM,8245,140,CON,9,52.195499420166,21.6375999450684,561,90.3,,27,52.1954002380371,21.6742992401123,604,270.3,
EPOK,8190,195,CON,13,54.5877990722656,18.5037994384766,141,136,,31,54.5716018676758,18.5305995941162,141,316,
EPPI,7876,195,PEM,3,53.1605987548828,16.7003002166748,,35.2,,21,53.1781997680664,16.7210006713867,,215.2,
EPPO,8215,164,ASP,10,52.4249000549316,16.8061008453369,308,108.2,,28,52.4182014465332,16.8409996032715,289,288.2,
EPPW,8940,98,CON,10L,52.3860015869141,17.8285007476807,367,107,,28R,52.3786010742188,17.86669921875,384,287,
EPPW,11565,197,CON,10R,52.3838005065918,17.8274002075195,363,107,,28L,52.3744010925293,17.8768005371094,381,287,
EPRZ,10498,147,CON,9,50.1101989746094,22.0014991760254,688,91,,27,50.1096000671387,22.0463008880615,679,271,
EPSC,8202,197,ASP,13,53.592098236084,14.887900352478,118,131,,31,53.5774002075195,14.9165000915527,154,311,
EPSK,7218,197,CON,9,54.4782981872559,17.0905990600586,217,89,650,27,54.4794006347656,17.1243991851807,210,269,
EPSN,8200,190,CON,11,53.7947006225586,15.8086004257202,384,111.1,,29,53.7865982055664,15.8438997268677,381,291.1,
EPSY,8202,147,CON,1,53.4711990356445,20.9316997528076,438,19,,19,53.4883003234863,20.9412994384766,462,199,
EPWA,9186,164,CON,11,52.171501159668,20.9466991424561,361,114.8,,29,52.1609992980957,20.9839000701904,344,294.8,1640
EPWA,12106,196,CON,15,52.1786003112793,20.9559001922607,351,152,,33,52.1493988037109,20.9813995361328,351,332,
EPWR,8212,147,CON,11,51.1087989807129,16.8658008575439,404,116,,29,51.0989990234375,16.8980007171631,400,296,
EPZG,8202,197,CON,6,52.1337013244629,15.7819995880127,194,65,,24,52.1432991027832,15.8150997161865,187,245,
ESCF,7265,115,ASP,1,58.3866996765137,15.5159997940063,250,18.3,,19,58.4056015014648,15.5278997421265,295,198.3,
ESDF,7648,148,ASP,1,56.2569007873535,15.2624998092651,181,8.7,,19,56.2775993347168,15.2681999206543,188,188.7,
ESGG,10823,148,ASP,3,57.6495018005371,12.2677001953125,478,26,,21,57.6761016845703,12.2918996810913,506,206,
ESGJ,7228,148,ASP,1,57.7481994628906,14.0629997253418,733,18.1,,19,57.7669982910156,14.0745000839233,739,198.1,
ESIA,7472,131,ASP,6,58.5092010498047,14.4897003173828,307,62.8,,24,58.5185012817383,14.5244998931885,308,242.8,
ESIB,7428,131,ASP,1,58.4182014465332,12.7096996307373,169,5,,19,58.4384002685547,12.7128000259399,175,185,
ESKN,9442,148,ASP,8,58.7867012023926,16.8803997039795,113,83.1,419,26,58.7897987365723,16.9298000335693,127,263.1,
ESMK,7267,148,ASP,1,55.9118003845215,14.0832996368408,76,7,,19,55.9315986633301,14.0876998901367,73,187,
ESMS,9186,148,ASP,17,55.5480995178223,13.37380027771,209,173.4,,35,55.5231018066406,13.3788995742798,236,353.4,
ESMT,7419,131,ASP,1,56.6809997558594,12.8182001113892,64,6,,19,56.7011985778809,12.8221998214722,83,186,
ESNQ,8209,148,ASP,3,67.8126983642578,20.3202991485596,1508,33.7,,21,67.831298828125,20.3532009124756,1432,213.7,
ESNS,8268,148,ASP,10,64.6274032592773,21.0557994842529,157,106,,28,64.6221008300781,21.0979995727539,125,286,
ESNU,7551,148,ASP,14,63.7985000610352,20.2693004608154,24,138,,32,63.7831001281738,20.3003005981445,17,318,196
ESNX,8201,148,ASP,12,65.5986022949219,19.2562007904053,1241,128.2,,30,65.5847015380859,19.2987995147705,1240,308.2,
ESNY,8281,131,ASP,12,61.2686996459961,17.0809001922607,87,129.6,,30,61.2542991638184,17.1172008514404,60,309.6,228
ESOE,10728,148,ASP,1,59.2109985351563,15.0327997207642,161,12,,19,59.2338981628418,15.0419998168945,188,192,
ESOK,8255,148,ASP,3,59.4345016479492,13.3277997970581,332,25.6,,21,59.4548988342285,13.3470001220703,352,205.6,
ESOW,8468,164,ASP,1,59.578483581543,16.6292495727539,5,8.2,1312,19,59.6011734008789,16.6384754180908,21,188.2,
ESPA,10990,148,ASP,14,65.554801940918,22.0974006652832,65,137.3,,32,65.5326995849609,22.1466007232666,21,317.3,
ESPE,7316,115,ASP,11,65.8797988891602,20.1280994415283,597,116.6,,29,65.8707962036133,20.1716995239258,591,296.6,
ESSA,8201,148,ASP,01R,59.6263999938965,17.9507007598877,137,10.4,,19L,59.6484985351563,17.9587001800537,98,190.4,
ESSA,8202,148,ASP,8,59.6584014892578,17.9361000061035,108,75.9,,26,59.6638984680176,17.9792003631592,124,255.9,
ESSA,10830,148,ASP,01L,59.6372985839844,17.913200378418,98,10,,19R,59.6664009094238,17.9237995147705,118,190,
ESSD,7579,148,ASP,14,60.4291000366211,15.4998998641968,503,133,,32,60.4151000976563,15.5307998657227,493,313,
ESSL,7004,148,ASP,11,58.409901,15.6634,142,112,,29,58.402699,15.6971,172,292,
ESSP,7228,148,ASP,9,58.5861015319824,16.2317008972168,13,90.8,,27,58.5858001708984,16.2695999145508,32,270.8,
ESTL,7449,131,ASP,11R,56.0872993469238,13.1779003143311,122,113,738,29L,56.0792999267578,13.2114000320435,136,293,
ESUD,7490,131,ASP,15,64.9699020385742,17.6851005554199,894,151,,33,64.9518966674805,17.7082996368408,904,331,
ESUP,7552,148,ASP,11,67.2495269775391,23.0512409210205,540,118,,29,67.2397766113281,23.098180770874,540,298,
ETAD,10007,148,ASP,5,49.9668006896973,6.68355989456177,1128,44.7,,23,49.9863014221191,6.71345996856689,1197,224.7,
ETAR,10498,148,ASP,8,49.4325981140137,7.57882976531982,761,82.8,,26,49.4364013671875,7.62253999710083,776,262.8,
ETHS,8005,95,ASP,9,52.9194984436035,10.1656999588013,233,91,6365,27,52.9192008972168,10.2019996643066,245,271,
ETMN,8002,148,CON,8,53.7653999328613,8.64039039611816,69,78,,26,53.7699012756348,8.67660999298096,39,258,
ETNG,10009,147,CON,9,50.9609985351563,6.0200400352478,262,91,491,27,50.9607009887695,6.06345987319946,289,271,491
ETNH,8005,98,CON,8,54.3101997375488,9.51974010467529,26,79.4,,26,54.3142013549805,9.55659008026123,38,259.4,
ETNJ,8136,98,PEM,10,53.5358009338379,7.87032985687256,18,101.6,,28,53.5312995910645,7.90700006484985,19,281.6,
ETNL,8202,148,CON,9,53.9196128845215,12.2602682113647,138,98,,27,53.9165000915527,12.2982997894287,110,278,
ETNN,8003,148,ASP,6,50.826801,6.64222,383,67,,24,50.835499,6.674,330,247,
ETNS,8003,98,ASP,5,54.4519996643066,9.5024995803833,64,47.7,,23,54.4667015075684,9.53032970428467,65,227.7,
ETNT,8005,98,ASP,8,53.5457000732422,7.64933013916016,23,77.8,,26,53.5502014160156,7.68532991409302,19,257.8,
